date,ht,at,hg,ag,result,h_odds,d_odds,a_odds
2011-04-17,porto,sporting,3,2,H,1.6,3.6,6.0
2011-04-17,leiria,portimonense,0,1,A,2.2,3.0,3.6
2011-04-18,nacional,sp braga,1,1,D,3.1,3.1,2.38
2011-04-29,pacos ferreira,guimaraes,2,1,H,2.5,3.1,2.9
2011-04-30,sporting,portimonense,2,1,H,1.36,4.75,8.0
2011-05-01,beira mar,rio ave,1,1,D,2.7,2.9,2.5
2011-05-01,maritimo,academica,1,0,H,1.91,3.25,4.25
2011-05-01,naval,nacional,1,2,A,2.2,3.1,3.4
2011-05-01,olhanense,benfica,1,1,D,5.25,3.4,1.73
2011-05-01,setubal,porto,0,4,A,5.5,3.5,1.67
2011-05-01,sp braga,leiria,0,0,D,1.4,4.0,6.5
2011-05-08,sporting,setubal,0,1,A,1.4,4.33,8.0
2011-05-08,rio ave,benfica,1,2,A,3.8,3.3,2.0
2011-05-08,porto,pacos ferreira,3,3,D,1.22,6.0,12.0
2011-05-08,guimaraes,beira mar,1,0,H,1.85,3.3,4.5
2011-05-08,nacional,olhanense,0,1,A,1.57,3.75,6.0
2011-05-08,leiria,naval,1,0,H,2.7,3.25,2.6
2011-05-08,academica,sp braga,0,0,D,3.8,3.3,2.0
2011-05-08,portimonense,maritimo,1,0,H,2.7,3.25,2.6
2011-05-14,pacos ferreira,academica,5,1,H,1.7,3.4,5.25
2011-05-14,sp braga,sporting,0,1,A,2.5,3.1,2.88
2011-05-14,olhanense,rio ave,2,2,D,3.0,3.25,2.38
2011-05-14,setubal,portimonense,3,1,H,1.91,3.25,4.33
2011-05-14,maritimo,porto,0,2,A,5.25,3.6,1.67
2011-05-14,benfica,leiria,3,3,D,1.29,5.0,12.0
2011-05-14,beira mar,nacional,0,2,A,3.25,3.1,2.3
2011-05-14,naval,guimaraes,0,3,A,4.2,3.25,1.91
2011-08-12,gil vicente,benfica,2,2,D,9.0,4.2,1.4
2011-08-13,sporting,olhanense,1,1,D,1.4,4.33,8.5
2011-08-13,rio ave,sp braga,0,0,D,3.25,3.1,2.3
2011-08-14,setubal,pacos ferreira,2,1,H,2.5,3.1,2.9
2011-08-14,maritimo,beira mar,0,0,D,1.91,3.2,4.33
2011-08-14,guimaraes,porto,0,1,A,7.0,4.0,1.5
2011-08-14,feirense,nacional,0,0,D,2.8,3.1,2.6
2011-08-15,leiria,academica,1,2,A,2.5,3.2,2.8
2011-08-19,porto,gil vicente,3,1,H,1.17,7.0,16.0
2011-08-20,benfica,feirense,3,1,H,1.2,6.5,13.0
2011-08-21,sp braga,maritimo,2,0,H,1.62,3.6,6.0
2011-08-21,academica,rio ave,1,0,H,2.4,3.1,3.1
2011-08-21,pacos ferreira,leiria,2,1,H,2.0,3.2,4.0
2011-08-21,beira mar,sporting,0,0,D,4.75,3.25,1.83
2011-08-22,olhanense,setubal,2,2,D,2.2,3.2,3.4
2011-08-27,gil vicente,academica,2,0,H,2.5,3.0,3.0
2011-08-28,feirense,pacos ferreira,0,0,D,2.7,3.0,2.75
2011-08-28,guimaraes,beira mar,0,3,A,1.91,3.2,4.33
2011-08-28,rio ave,olhanense,0,1,A,2.1,3.1,3.75
2011-08-28,sporting,maritimo,2,3,A,1.44,4.0,8.0
2011-08-29,setubal,sp braga,0,1,A,3.6,3.2,2.1
2011-08-29,nacional,benfica,0,2,A,6.5,3.8,1.53
2011-09-04,nacional,guimaraes,1,4,A,2.2,3.2,3.4
2011-09-06,leiria,porto,2,5,A,12.0,5.0,1.29
2011-09-09,porto,setubal,3,0,H,1.14,7.0,21.0
2011-09-10,benfica,guimaraes,2,1,H,1.33,5.0,9.0
2011-09-10,pacos ferreira,sporting,2,3,A,4.75,3.25,1.83
2011-09-11,beira mar,leiria,0,1,A,2.2,3.2,3.4
2011-09-11,maritimo,rio ave,2,1,H,2.1,3.1,3.8
2011-09-11,sp braga,gil vicente,3,1,H,1.44,4.33,7.0
2011-09-11,olhanense,feirense,1,2,A,1.91,3.25,4.33
2011-09-12,academica,nacional,4,0,H,2.5,3.1,2.9
2011-09-16,gil vicente,olhanense,1,1,D,2.15,3.2,3.5
2011-09-17,nacional,pacos ferreira,1,0,H,2.2,3.2,3.4
2011-09-18,leiria,maritimo,1,3,A,2.8,3.1,2.6
2011-09-18,setubal,beira mar,1,0,H,2.38,3.1,3.1
2011-09-18,feirense,porto,0,0,D,15.0,6.0,1.2
2011-09-18,benfica,academica,4,1,H,1.2,6.0,16.0
2011-09-19,rio ave,sporting,2,3,A,4.6,3.3,1.85
2011-09-19,guimaraes,sp braga,1,1,D,3.1,3.1,2.4
2011-09-23,porto,benfica,2,2,D,1.83,3.75,4.0
2011-09-24,sporting,setubal,3,0,H,1.33,4.5,11.0
2011-09-24,sp braga,nacional,2,0,H,1.53,3.8,6.5
2011-09-25,beira mar,rio ave,0,0,D,2.5,3.1,2.9
2011-09-25,maritimo,guimaraes,2,1,H,2.38,3.0,3.2
2011-09-25,olhanense,leiria,2,1,H,2.3,3.1,3.2
2011-09-25,pacos ferreira,gil vicente,1,2,A,2.38,3.1,3.1
2011-09-26,academica,feirense,4,0,H,2.05,3.2,3.75
2011-09-30,setubal,rio ave,2,1,H,2.4,3.2,3.0
2011-10-01,benfica,pacos ferreira,4,1,H,1.17,7.0,15.0
2011-10-02,feirense,maritimo,2,2,D,2.9,3.1,2.5
2011-10-02,guimaraes,sporting,0,1,A,4.2,3.3,1.91
2011-10-02,leiria,sp braga,1,0,H,5.0,3.5,1.73
2011-10-02,nacional,olhanense,1,0,H,2.1,3.1,3.8
2011-10-02,academica,porto,0,3,A,8.0,4.5,1.4
2011-10-03,gil vicente,beira mar,0,0,D,2.1,3.25,3.6
2011-10-21,pacos ferreira,academica,2,0,H,2.4,3.2,3.0
2011-10-22,olhanense,guimaraes,1,0,H,2.9,3.2,2.45
2011-10-22,beira mar,benfica,0,1,A,9.0,4.5,1.36
2011-10-23,maritimo,setubal,1,0,H,1.67,3.5,5.5
2011-10-23,rio ave,leiria,2,0,H,1.95,3.3,4.0
2011-10-23,sp braga,feirense,3,0,H,1.4,4.0,9.5
2011-10-23,porto,nacional,5,0,H,1.14,7.0,19.0
2011-10-24,sporting,gil vicente,6,1,H,1.33,4.75,10.0
2011-10-28,porto,pacos ferreira,3,0,H,1.13,8.0,21.0
2011-10-29,academica,sp braga,0,0,D,3.75,3.25,2.05
2011-10-29,benfica,olhanense,2,1,H,1.18,6.5,16.0
2011-10-30,feirense,sporting,0,2,A,7.5,3.8,1.5
2011-10-30,nacional,beira mar,2,1,H,2.15,3.1,3.6
2011-10-30,leiria,setubal,2,0,H,2.2,3.2,3.4
2011-10-30,guimaraes,rio ave,2,1,H,2.0,3.2,4.0
2011-11-01,gil vicente,maritimo,0,0,D,3.0,3.2,2.4
2011-11-04,pacos ferreira,guimaraes,1,5,A,2.88,3.2,2.5
2011-11-05,olhanense,porto,0,0,D,11.0,4.5,1.33
2011-11-05,maritimo,academica,3,2,H,1.8,3.4,4.75
2011-11-06,sporting,leiria,3,1,H,1.25,5.5,12.0
2011-11-06,sp braga,benfica,1,1,D,3.75,3.3,2.0
2011-11-06,setubal,gil vicente,0,0,D,2.5,3.1,2.9
2011-11-06,rio ave,nacional,2,1,H,2.38,3.25,3.0
2011-11-06,beira mar,feirense,2,1,H,2.1,3.25,3.6
2011-11-25,academica,beira mar,0,1,A,2.1,3.2,3.6
2011-11-26,benfica,sporting,1,0,H,1.8,3.6,4.33
2011-11-26,nacional,maritimo,2,2,D,2.9,3.1,2.5
2011-11-27,porto,sp braga,3,2,H,1.4,4.5,8.0
2011-11-27,pacos ferreira,olhanense,1,1,D,2.25,3.25,3.2
2011-11-27,gil vicente,leiria,2,1,H,2.05,3.25,3.75
2011-11-27,feirense,rio ave,2,0,H,2.75,3.0,2.75
2011-11-28,guimaraes,setubal,3,0,H,1.62,3.6,6.0
2011-12-09,sp braga,pacos ferreira,5,2,H,1.36,4.75,8.5
2011-12-10,beira mar,porto,1,2,A,10.0,4.75,1.33
2011-12-10,sporting,nacional,1,0,H,1.25,5.5,12.0
2011-12-11,leiria,guimaraes,1,0,H,3.1,3.1,2.4
2011-12-11,maritimo,benfica,0,1,A,5.0,3.5,1.73
2011-12-11,rio ave,gil vicente,2,0,H,2.1,3.2,3.6
2011-12-11,setubal,feirense,1,1,D,2.3,3.1,3.2
2011-12-12,olhanense,academica,0,2,A,2.3,3.2,3.2
2011-12-16,benfica,rio ave,5,1,H,1.17,6.5,19.0
2011-12-17,guimaraes,gil vicente,1,1,D,1.73,3.6,4.75
2011-12-17,porto,maritimo,2,0,H,1.22,6.0,13.0
2011-12-18,pacos ferreira,beira mar,0,3,A,2.3,3.1,3.25
2011-12-18,academica,sporting,1,1,D,5.5,3.5,1.67
2011-12-18,feirense,leiria,2,1,H,2.3,3.1,3.25
2011-12-18,nacional,setubal,1,1,D,1.83,3.4,4.5
2011-12-19,olhanense,sp braga,3,4,A,5.0,3.5,1.73
2012-01-06,setubal,academica,1,1,D,3.25,3.0,2.38
2012-01-07,sporting,porto,0,0,D,3.0,3.25,2.38
2012-01-08,rio ave,pacos ferreira,1,0,H,1.95,3.3,4.0
2012-01-08,maritimo,olhanense,2,1,H,1.57,3.75,6.0
2012-01-08,guimaraes,feirense,1,0,H,1.67,3.5,5.5
2012-01-08,gil vicente,nacional,0,3,A,2.2,3.2,3.4
2012-01-08,leiria,benfica,0,4,A,10.0,4.5,1.3
2012-01-09,beira mar,sp braga,1,2,A,4.75,3.3,1.8
2012-01-13,pacos ferreira,maritimo,1,1,D,3.0,3.2,2.38
2012-01-14,feirense,gil vicente,0,0,D,2.25,3.2,3.25
2012-01-14,porto,rio ave,2,0,H,1.14,7.5,17.0
2012-01-14,benfica,setubal,4,1,H,1.14,7.5,17.0
2012-01-15,academica,guimaraes,0,2,A,2.2,3.25,3.25
2012-01-15,nacional,leiria,2,2,D,1.91,3.25,4.2
2012-01-15,olhanense,beira mar,2,1,H,2.3,3.2,3.1
2012-01-15,sp braga,sporting,2,1,H,2.4,3.2,3.0
2012-01-20,academica,leiria,0,0,D,1.91,3.3,4.2
2012-01-21,beira mar,maritimo,1,2,A,2.8,3.1,2.63
2012-01-22,pacos ferreira,setubal,2,1,H,2.0,3.2,4.0
2012-01-22,benfica,gil vicente,3,1,H,1.14,7.5,17.0
2012-01-22,porto,guimaraes,3,1,H,1.3,5.5,9.0
2012-01-22,sp braga,rio ave,2,1,H,1.36,4.33,10.0
2012-01-22,nacional,feirense,2,0,H,1.91,3.3,4.2
2012-01-23,olhanense,sporting,0,0,D,5.5,3.6,1.67
2012-01-27,guimaraes,nacional,1,0,H,1.91,3.4,4.0
2012-01-28,feirense,benfica,1,2,A,12.0,5.5,1.25
2012-01-28,rio ave,academica,0,0,D,2.1,3.3,3.5
2012-01-29,gil vicente,porto,3,1,H,11.0,5.0,1.29
2012-01-29,sporting,beira mar,2,0,H,1.36,4.33,10.0
2012-01-29,setubal,olhanense,2,3,A,2.5,3.3,2.75
2012-01-29,leiria,pacos ferreira,2,4,A,2.15,3.3,3.4
2012-01-30,maritimo,sp braga,1,2,A,3.2,3.4,2.2
2012-02-10,sp braga,setubal,3,0,H,1.2,6.0,15.0
2012-02-11,benfica,nacional,4,1,H,1.14,7.5,17.0
2012-02-11,maritimo,sporting,2,0,H,3.6,3.25,2.1
2012-02-12,beira mar,guimaraes,0,1,A,2.9,3.1,2.5
2012-02-12,olhanense,rio ave,0,2,A,2.3,3.2,3.2
2012-02-12,pacos ferreira,feirense,3,1,H,2.1,3.2,3.6
2012-02-12,porto,leiria,4,0,H,1.11,9.0,19.0
2012-02-13,academica,gil vicente,0,2,A,2.1,3.2,3.6
2012-02-17,rio ave,maritimo,1,3,A,2.6,3.2,2.7
2012-02-18,gil vicente,sp braga,0,3,A,4.33,3.4,1.83
2012-02-19,sporting,pacos ferreira,1,0,H,1.44,4.2,7.5
2012-02-19,setubal,porto,1,3,A,13.0,4.75,1.29
2012-02-19,feirense,olhanense,1,1,D,2.38,3.1,3.1
2012-02-19,leiria,beira mar,0,0,D,2.3,3.2,3.1
2012-02-19,nacional,academica,4,1,H,2.0,3.25,3.8
2012-02-20,guimaraes,benfica,1,0,H,6.0,3.75,1.55
2012-02-24,maritimo,leiria,1,0,H,1.5,4.0,7.0
2012-02-25,academica,benfica,0,0,D,9.0,4.5,1.36
2012-02-26,sporting,rio ave,1,0,H,1.44,4.2,7.5
2012-02-26,porto,feirense,2,0,H,1.13,8.5,17.0
2012-02-26,pacos ferreira,nacional,0,2,A,2.3,3.1,3.3
2012-02-26,olhanense,gil vicente,0,0,D,2.3,3.1,3.3
2012-02-26,beira mar,setubal,2,3,A,1.83,3.4,4.5
2012-02-27,sp braga,guimaraes,4,0,H,1.62,3.75,5.5
2012-03-02,benfica,porto,2,3,A,2.5,3.2,2.88
2012-03-03,nacional,sp braga,1,3,A,4.0,3.2,2.0
2012-03-03,setubal,sporting,1,0,H,6.0,3.6,1.62
2012-03-04,feirense,academica,1,1,D,2.4,3.1,3.1
2012-03-04,gil vicente,pacos ferreira,1,2,A,2.2,3.2,3.4
2012-03-04,guimaraes,maritimo,1,0,H,2.3,3.1,3.25
2012-03-04,rio ave,beira mar,4,0,H,2.1,3.1,3.75
2012-03-05,leiria,olhanense,1,3,A,2.5,3.0,3.0
2012-03-09,maritimo,feirense,2,1,H,1.53,3.75,7.0
2012-03-10,sp braga,leiria,2,1,H,1.22,6.0,13.0
2012-03-10,porto,academica,1,1,D,1.14,8.0,15.0
2012-03-11,rio ave,setubal,3,0,H,2.0,3.2,4.0
2012-03-11,pacos ferreira,benfica,1,2,A,8.0,4.0,1.44
2012-03-11,olhanense,nacional,4,4,D,2.5,3.0,3.0
2012-03-11,beira mar,gil vicente,1,0,H,2.5,3.1,2.9
2012-03-11,sporting,guimaraes,5,0,H,1.73,3.5,5.0
2012-03-16,nacional,porto,0,2,A,7.5,4.2,1.44
2012-03-16,benfica,beira mar,3,1,H,1.14,8.0,17.0
2012-03-17,leiria,rio ave,1,0,H,3.1,3.1,2.4
2012-03-17,feirense,sp braga,1,4,A,6.0,3.75,1.57
2012-03-18,guimaraes,olhanense,2,2,D,1.8,3.4,4.75
2012-03-18,setubal,maritimo,1,1,D,3.3,3.25,2.2
2012-03-18,academica,pacos ferreira,0,1,A,2.3,3.1,3.25
2012-03-19,gil vicente,sporting,2,0,H,4.33,3.4,1.85
2012-03-23,olhanense,benfica,0,0,D,8.5,4.33,1.4
2012-03-24,sporting,feirense,1,0,H,1.33,5.0,9.0
2012-03-25,setubal,leiria,1,0,H,2.1,3.2,3.6
2012-03-25,beira mar,nacional,0,3,A,2.88,3.0,2.63
2012-03-25,pacos ferreira,porto,1,1,D,10.0,4.33,1.36
2012-03-25,rio ave,guimaraes,0,1,A,2.38,3.1,3.1
2012-03-26,maritimo,gil vicente,3,2,H,1.73,3.5,5.0
2012-03-26,sp braga,academica,2,1,H,1.33,4.75,10.0
2012-03-30,academica,maritimo,0,1,A,3.1,3.1,2.4
2012-03-31,benfica,sp braga,2,1,H,1.73,3.6,4.75
2012-03-31,porto,olhanense,2,0,H,1.17,7.0,15.0
2012-04-01,feirense,beira mar,1,3,A,2.4,3.1,3.1
2012-04-01,gil vicente,setubal,0,1,A,1.91,3.25,4.33
2012-04-01,guimaraes,pacos ferreira,3,1,H,2.05,3.25,3.75
2012-04-01,leiria,sporting,0,1,A,5.5,3.3,1.73
2012-04-01,nacional,rio ave,2,1,H,2.1,3.2,3.6
2012-04-06,leiria,gil vicente,0,0,D,2.3,3.1,3.2
2012-04-06,setubal,guimaraes,1,0,H,3.0,3.2,2.4
2012-04-06,beira mar,academica,2,1,H,2.38,3.1,3.1
2012-04-07,maritimo,nacional,2,4,A,2.05,3.25,3.75
2012-04-07,olhanense,pacos ferreira,1,2,A,2.4,3.1,3.1
2012-04-07,sp braga,porto,0,1,A,3.2,3.25,2.25
2012-04-07,rio ave,feirense,2,2,D,1.73,3.5,5.0
2012-04-09,sporting,benfica,1,0,H,3.5,3.3,2.1
2012-04-20,pacos ferreira,sp braga,1,1,D,6.5,3.6,1.57
2012-04-21,porto,beira mar,3,0,H,1.14,7.5,17.0
2012-04-21,benfica,maritimo,4,1,H,1.3,5.0,11.0
2012-04-21,guimaraes,leiria,3,2,H,1.67,3.5,5.5
2012-04-22,nacional,sporting,2,3,A,3.25,3.2,2.25
2012-04-22,gil vicente,rio ave,0,0,D,2.25,3.2,3.25
2012-04-22,feirense,setubal,1,0,H,2.38,3.1,3.1
2012-04-23,academica,olhanense,0,1,A,2.1,3.2,3.6
2012-04-27,sp braga,olhanense,1,2,A,1.29,5.0,12.0
2012-04-28,maritimo,porto,0,2,A,7.0,4.0,1.5
2012-04-28,gil vicente,guimaraes,3,1,H,2.6,3.1,2.8
2012-04-29,beira mar,pacos ferreira,2,0,H,2.3,3.2,3.1
2012-04-29,rio ave,benfica,2,2,D,6.5,3.8,1.53
2012-04-29,leiria,feirense,0,4,A,2.38,3.2,3.0
2012-04-29,setubal,nacional,0,3,A,2.8,3.1,2.6
2012-04-30,sporting,academica,2,1,H,1.5,3.8,7.5
2012-05-05,academica,setubal,1,0,H,1.75,3.5,4.75
2012-05-05,feirense,guimaraes,1,3,A,2.4,3.2,3.0
2012-05-05,sp braga,beira mar,1,0,H,1.29,5.0,12.0
2012-05-05,porto,sporting,2,0,H,1.67,3.6,5.25
2012-05-05,nacional,gil vicente,3,1,H,1.8,3.5,4.5
2012-05-05,olhanense,maritimo,0,0,D,2.7,3.2,2.6
2012-05-05,pacos ferreira,rio ave,2,2,D,2.5,3.2,2.8
2012-05-12,rio ave,porto,2,5,A,7.5,4.2,1.44
2012-05-12,beira mar,olhanense,1,2,A,2.5,3.2,2.88
2012-05-12,gil vicente,feirense,3,1,H,3.0,3.25,2.38
2012-05-12,guimaraes,academica,1,2,A,2.88,3.1,2.5
2012-05-12,sporting,sp braga,3,2,H,2.2,3.25,3.25
2012-05-12,setubal,benfica,1,3,A,8.5,4.33,1.4
2012-05-12,maritimo,pacos ferreira,1,1,D,1.83,3.4,4.5
2012-08-17,olhanense,estoril,2,1,H,2.5,3.0,3.0
2012-08-18,rio ave,maritimo,0,1,A,2.9,3.1,2.5
2012-08-18,benfica,sp braga,2,2,D,1.73,3.6,4.75
2012-08-19,pacos ferreira,moreirense,1,1,D,2.1,3.2,3.6
2012-08-19,guimaraes,sporting,0,0,D,3.6,3.2,2.1
2012-08-19,nacional,setubal,2,2,D,1.75,3.4,5.0
2012-08-19,gil vicente,porto,0,0,D,9.0,4.5,1.36
2012-08-20,beira mar,academica,3,3,D,2.5,3.0,3.0
2012-08-24,academica,olhanense,1,1,D,2.0,3.4,3.6
2012-08-25,porto,guimaraes,4,0,H,1.25,5.5,12.0
2012-08-25,sp braga,beira mar,3,1,H,1.4,4.0,9.5
2012-08-26,setubal,benfica,0,5,A,10.0,5.0,1.3
2012-08-26,maritimo,gil vicente,0,0,D,1.8,3.3,4.75
2012-08-26,moreirense,nacional,3,1,H,3.25,3.25,2.25
2012-08-26,estoril,pacos ferreira,1,1,D,2.3,3.25,3.1
2012-08-27,sporting,rio ave,0,1,A,1.36,4.5,9.0
2012-09-01,guimaraes,estoril,2,2,D,1.95,3.2,4.2
2012-09-01,olhanense,porto,2,3,A,9.0,5.0,1.33
2012-09-02,gil vicente,setubal,0,0,D,1.83,3.4,4.5
2012-09-02,pacos ferreira,sp braga,2,0,H,4.0,3.4,1.91
2012-09-02,rio ave,academica,0,0,D,2.2,3.1,3.5
2012-09-02,beira mar,moreirense,1,1,D,2.5,3.2,2.88
2012-09-02,benfica,nacional,3,0,H,1.22,6.0,13.0
2012-09-16,maritimo,sporting,1,1,D,3.4,3.1,2.25
2012-09-21,moreirense,guimaraes,0,1,A,2.3,3.25,3.1
2012-09-22,porto,beira mar,4,0,H,1.17,7.0,15.0
2012-09-23,setubal,olhanense,1,0,H,2.6,3.1,2.8
2012-09-23,nacional,pacos ferreira,3,3,D,2.0,3.3,3.8
2012-09-23,sp braga,rio ave,4,1,H,1.5,4.0,7.0
2012-09-23,academica,benfica,2,2,D,7.0,4.0,1.5
2012-09-24,estoril,maritimo,3,1,H,2.7,3.1,2.7
2012-09-24,sporting,gil vicente,2,1,H,1.5,4.0,7.0
2012-09-28,guimaraes,sp braga,0,2,A,3.75,3.3,2.0
2012-09-28,pacos ferreira,benfica,1,2,A,7.5,4.2,1.44
2012-09-29,rio ave,porto,2,2,D,10.0,4.33,1.36
2012-09-29,sporting,estoril,2,2,D,1.5,3.8,7.5
2012-09-30,olhanense,nacional,1,2,A,2.5,3.2,2.88
2012-09-30,maritimo,academica,0,2,A,2.0,3.3,3.8
2012-09-30,gil vicente,moreirense,4,3,H,2.4,3.2,3.0
2012-09-30,beira mar,setubal,1,1,D,2.0,3.2,4.0
2012-10-06,benfica,beira mar,2,1,H,1.13,8.5,17.0
2012-10-07,nacional,gil vicente,0,1,A,1.91,3.4,4.0
2012-10-07,sp braga,olhanense,4,4,D,1.4,4.2,9.0
2012-10-07,estoril,rio ave,1,3,A,2.38,3.25,3.0
2012-10-07,setubal,pacos ferreira,0,0,D,2.55,3.25,2.75
2012-10-07,porto,sporting,2,0,H,1.53,3.8,6.5
2012-10-07,academica,guimaraes,1,2,A,2.1,3.4,3.4
2012-10-08,moreirense,maritimo,0,1,A,2.63,3.1,2.75
2012-10-26,guimaraes,setubal,2,1,H,1.8,3.5,4.5
2012-10-27,olhanense,moreirense,2,2,D,2.2,3.2,3.4
2012-10-27,gil vicente,benfica,0,3,A,7.5,4.2,1.44
2012-10-27,beira mar,pacos ferreira,0,2,A,2.7,3.1,2.7
2012-10-28,rio ave,nacional,2,1,H,2.4,3.1,3.1
2012-10-28,maritimo,sp braga,0,2,A,3.2,3.2,2.3
2012-10-28,estoril,porto,1,2,A,10.0,4.33,1.36
2012-10-29,sporting,academica,0,0,D,1.53,4.0,6.0
2012-11-02,porto,maritimo,5,0,H,1.2,6.0,15.0
2012-11-03,sp braga,gil vicente,3,1,H,1.44,4.2,7.5
2012-11-03,benfica,guimaraes,3,0,H,1.22,6.0,12.0
2012-11-04,moreirense,rio ave,0,1,A,2.6,3.1,2.8
2012-11-04,nacional,beira mar,2,4,A,1.73,3.6,4.75
2012-11-04,academica,estoril,0,2,A,2.05,3.25,3.75
2012-11-04,pacos ferreira,olhanense,0,0,D,1.95,3.5,3.8
2012-11-04,setubal,sporting,2,1,H,5.75,3.6,1.62
2012-11-09,gil vicente,pacos ferreira,0,1,A,2.5,3.2,2.88
2012-11-10,guimaraes,nacional,1,3,A,2.4,3.3,2.88
2012-11-11,sporting,sp braga,1,0,H,2.38,3.25,3.0
2012-11-11,olhanense,beira mar,1,0,H,2.0,3.4,3.75
2012-11-11,porto,academica,2,1,H,1.17,7.0,15.0
2012-11-11,estoril,moreirense,2,0,H,2.1,3.2,3.6
2012-11-11,rio ave,benfica,0,1,A,6.0,4.0,1.53
2012-11-12,maritimo,setubal,1,1,D,1.8,3.4,4.75
2012-11-23,beira mar,guimaraes,2,2,D,2.63,3.2,2.7
2012-11-24,benfica,olhanense,2,0,H,1.17,7.0,15.0
2012-11-25,academica,gil vicente,2,2,D,2.2,3.2,3.4
2012-11-25,setubal,rio ave,3,5,A,2.63,3.1,2.75
2012-11-25,sp braga,porto,0,2,A,3.6,3.3,2.05
2012-11-25,nacional,estoril,1,0,H,1.91,3.4,4.0
2012-11-26,moreirense,sporting,2,2,D,4.2,3.2,1.95
2012-11-27,pacos ferreira,maritimo,2,2,D,2.25,3.25,3.2
2012-12-07,estoril,setubal,3,0,H,2.0,3.2,4.0
2012-12-08,porto,moreirense,1,0,H,1.1,9.0,26.0
2012-12-09,maritimo,nacional,2,0,H,2.5,3.2,2.88
2012-12-09,rio ave,pacos ferreira,0,0,D,2.3,3.1,3.25
2012-12-09,guimaraes,olhanense,2,0,H,2.15,3.2,3.5
2012-12-09,gil vicente,beira mar,1,2,A,2.0,3.2,4.0
2012-12-10,academica,sp braga,1,4,A,4.0,3.3,1.95
2012-12-10,sporting,benfica,1,3,A,3.75,3.4,2.0
2012-12-15,nacional,sporting,1,1,D,2.88,3.3,2.4
2012-12-15,olhanense,gil vicente,2,2,D,2.1,3.1,3.75
2012-12-15,beira mar,rio ave,3,1,H,3.1,3.1,2.4
2012-12-15,benfica,maritimo,4,1,H,1.22,5.25,17.0
2012-12-16,sp braga,estoril,3,0,H,1.5,3.75,7.5
2012-12-16,pacos ferreira,guimaraes,2,1,H,2.1,3.3,3.5
2012-12-16,moreirense,academica,2,2,D,2.4,3.1,3.1
2013-01-05,porto,nacional,1,0,H,1.18,7.0,14.0
2013-01-05,sporting,pacos ferreira,0,1,A,1.73,3.6,4.75
2013-01-05,gil vicente,guimaraes,0,0,D,2.5,3.2,2.8
2013-01-05,academica,setubal,4,2,H,1.95,3.3,4.0
2013-01-05,rio ave,olhanense,0,1,A,1.83,3.5,4.2
2013-01-06,estoril,benfica,1,3,A,8.5,4.75,1.36
2013-01-06,maritimo,beira mar,1,1,D,2.0,3.3,3.75
2013-01-06,sp braga,moreirense,1,0,H,1.33,5.0,9.0
2013-01-12,guimaraes,maritimo,1,1,D,2.5,3.2,2.8
2013-01-12,nacional,sp braga,3,2,H,3.75,3.2,2.05
2013-01-13,gil vicente,rio ave,0,1,A,2.5,3.1,2.9
2013-01-13,setubal,moreirense,5,0,H,2.3,3.25,3.1
2013-01-13,olhanense,sporting,0,2,A,3.75,3.3,2.0
2013-01-13,pacos ferreira,academica,1,0,H,2.0,3.3,3.75
2013-01-13,benfica,porto,2,2,D,2.3,3.3,3.1
2013-01-14,beira mar,estoril,0,1,A,2.5,3.2,2.8
2013-01-18,sporting,beira mar,1,0,H,1.44,4.2,7.5
2013-01-19,porto,pacos ferreira,2,0,H,1.2,6.5,13.0
2013-01-20,sp braga,setubal,4,1,H,1.33,5.0,9.0
2013-01-20,rio ave,guimaraes,1,3,A,1.91,3.3,4.2
2013-01-20,maritimo,olhanense,1,0,H,1.91,3.4,4.0
2013-01-20,estoril,gil vicente,1,2,A,2.0,3.3,3.8
2013-01-21,moreirense,benfica,0,2,A,11.0,5.75,1.25
2013-01-21,academica,nacional,2,1,H,2.5,3.2,2.88
2013-01-23,setubal,porto,0,3,A,15.0,5.5,1.22
2013-01-25,academica,beira mar,3,1,H,2.0,3.4,3.75
2013-01-26,sp braga,benfica,1,2,A,3.75,3.4,2.0
2013-01-27,moreirense,pacos ferreira,0,5,A,3.75,3.2,2.05
2013-01-27,sporting,guimaraes,1,1,D,1.5,3.75,7.5
2013-01-27,setubal,nacional,0,2,A,3.4,3.1,2.25
2013-01-27,maritimo,rio ave,1,1,D,2.45,3.1,3.0
2013-01-27,estoril,olhanense,3,3,D,1.91,3.25,4.33
2013-01-28,porto,gil vicente,5,0,H,1.2,6.5,13.0
2013-02-02,rio ave,sporting,2,1,H,3.25,3.25,2.25
2013-02-02,guimaraes,porto,0,4,A,8.5,4.75,1.36
2013-02-03,nacional,moreirense,1,2,A,1.57,3.8,6.0
2013-02-03,gil vicente,maritimo,4,2,H,2.63,3.1,2.75
2013-02-03,benfica,setubal,3,0,H,1.1,9.0,21.0
2013-02-03,olhanense,academica,0,0,D,2.6,3.2,2.75
2013-02-03,beira mar,sp braga,3,3,D,5.5,3.6,1.65
2013-02-05,pacos ferreira,estoril,1,0,H,2.05,3.25,3.75
2013-02-09,estoril,guimaraes,2,0,H,2.0,3.4,3.75
2013-02-10,porto,olhanense,1,1,D,1.1,10.0,13.0
2013-02-10,sporting,maritimo,0,1,A,1.67,3.6,5.5
2013-02-10,academica,rio ave,1,2,A,2.5,3.2,2.88
2013-02-10,moreirense,beira mar,3,0,H,2.5,3.2,2.8
