date,ht,at,hg,ag,result,h_odds,d_odds,a_odds,ht_form_points,ht_form_goals_scored,ht_form_goals_conceded,ht_form_wins,at_form_points,at_form_goals_scored,at_form_goals_conceded,at_form_wins,ht_home_form_points,ht_home_form_goals_scored,at_away_form_points,at_away_form_goals_scored,h2h_home_wins,h2h_draws,h2h_away_wins,h2h_total_matches,ht_form,at_form,ht_attack,at_attack,joint_attack,h2h_dominance,odds_favorite
2006-01-06,belenenses,gil vicente,0,2,A,1.8,3.25,4.0,10.0,4.0,1.0,3.0,6.0,4.0,4.0,2.0,7.0,5.0,0.0,0.0,1.0,1.0,2.0,4,good,below avg,average,average,average x average,balanced,home
2006-01-06,nacional,setubal,2,2,D,1.72,3.25,4.33,9.0,6.0,3.0,3.0,9.0,3.0,2.0,3.0,12.0,7.0,10.0,5.0,0.0,0.0,2.0,2,average,average,average,weak,average x weak,balanced,home
2006-01-07,maritimo,academica,2,2,D,1.72,3.25,4.33,7.0,5.0,5.0,2.0,7.0,4.0,5.0,2.0,10.0,5.0,6.0,3.0,0.0,1.0,3.0,4,average,average,average,average,average x average,balanced,home
2006-01-07,naval,penafiel,4,1,H,2.0,3.25,3.25,0.0,2.0,10.0,0.0,1.0,3.0,8.0,0.0,4.0,3.0,3.0,7.0,0.0,0.0,0.0,0,poor,poor,weak,weak,weak x weak,balanced,home
2006-01-07,sp braga,sporting,3,2,H,2.5,3.2,2.5,3.0,3.0,5.0,1.0,10.0,8.0,2.0,3.0,12.0,8.0,9.0,8.0,0.0,1.0,3.0,4,poor,good,weak,above avg,weak x above avg,balanced,balanced
2006-01-08,porto,boavista,1,0,H,1.44,3.75,6.5,13.0,10.0,3.0,4.0,5.0,4.0,7.0,1.0,8.0,9.0,3.0,3.0,2.0,0.0,2.0,4,excellent,below avg,above avg,average,above avg x average,balanced,home
2006-01-08,benfica,pacos ferreira,2,0,H,1.3,4.5,8.0,13.0,4.0,0.0,4.0,7.0,7.0,7.0,2.0,11.0,6.0,5.0,4.0,2.0,0.0,0.0,2,excellent,average,average,average,average x average,balanced,home
2006-01-08,est amadora,guimaraes,2,0,H,2.1,3.25,3.0,9.0,4.0,3.0,3.0,4.0,2.0,8.0,1.0,5.0,4.0,7.0,3.0,0.0,0.0,2.0,2,average,below avg,average,weak,average x weak,balanced,home
2006-01-09,rio ave,leiria,1,2,A,2.1,3.25,3.0,5.0,5.0,8.0,1.0,10.0,9.0,6.0,3.0,5.0,6.0,9.0,9.0,3.0,1.0,0.0,4,below avg,good,average,above avg,average x above avg,balanced,home
2006-01-14,sp braga,leiria,1,0,H,1.66,3.4,4.33,6.0,6.0,6.0,2.0,12.0,10.0,6.0,4.0,12.0,10.0,9.0,8.0,3.0,2.0,0.0,5,below avg,good,average,above avg,average x above avg,balanced,home
2006-01-14,belenenses,sporting,0,1,A,3.0,3.2,2.1,9.0,4.0,3.0,3.0,7.0,8.0,5.0,2.0,7.0,4.0,8.0,8.0,1.0,0.0,4.0,5,average,average,average,above avg,average x above avg,balanced,away
2006-01-15,naval,guimaraes,0,0,D,2.2,3.25,2.75,3.0,5.0,8.0,1.0,4.0,2.0,8.0,1.0,4.0,5.0,4.0,2.0,1.0,0.0,0.0,1,poor,below avg,average,weak,average x weak,balanced,home
2006-01-15,rio ave,penafiel,2,0,H,1.61,3.5,4.5,5.0,6.0,9.0,1.0,0.0,3.0,11.0,0.0,5.0,6.0,2.0,6.0,2.0,1.0,0.0,3,below avg,poor,average,weak,average x weak,balanced,home
2006-01-15,nacional,pacos ferreira,2,2,D,1.66,3.4,4.33,7.0,7.0,5.0,2.0,4.0,4.0,8.0,1.0,10.0,7.0,5.0,4.0,2.0,1.0,0.0,3,average,below avg,average,average,average x average,balanced,home
2006-01-15,benfica,academica,3,0,H,1.2,5.0,10.0,15.0,6.0,0.0,5.0,5.0,5.0,7.0,1.0,11.0,6.0,4.0,4.0,3.0,1.0,0.0,4,excellent,below avg,average,average,average x average,balanced,home
2006-01-15,est amadora,porto,2,1,H,4.5,3.5,1.61,12.0,6.0,2.0,4.0,13.0,10.0,3.0,4.0,7.0,4.0,15.0,8.0,0.0,0.0,2.0,2,good,excellent,average,above avg,average x above avg,balanced,away
2006-01-15,maritimo,gil vicente,1,1,D,1.8,3.25,4.0,7.0,6.0,6.0,2.0,9.0,6.0,3.0,3.0,8.0,5.0,3.0,2.0,1.0,1.0,3.0,5,average,average,average,average,average x average,balanced,home
2006-01-16,setubal,boavista,0,2,A,2.2,3.25,2.75,7.0,4.0,4.0,2.0,4.0,3.0,7.0,1.0,9.0,3.0,2.0,2.0,0.0,3.0,0.0,3,average,below avg,average,weak,average x weak,balanced,home
2006-01-19,penafiel,sp braga,0,0,D,4.33,3.4,1.66,0.0,2.0,11.0,0.0,9.0,7.0,5.0,3.0,3.0,1.0,3.0,3.0,2.0,0.0,1.0,3,poor,average,weak,average,weak x average,balanced,away
2006-01-20,gil vicente,benfica,1,3,A,4.33,3.25,1.72,10.0,7.0,3.0,3.0,15.0,8.0,0.0,5.0,8.0,8.0,10.0,7.0,1.0,1.0,3.0,5,good,excellent,average,above avg,average x above avg,balanced,away
2006-01-21,sporting,maritimo,1,1,D,1.4,3.75,7.5,9.0,8.0,4.0,3.0,8.0,7.0,6.0,2.0,9.0,7.0,8.0,8.0,2.0,0.0,3.0,5,average,average,above avg,average,above avg x average,balanced,home
2006-01-21,academica,nacional,0,0,D,2.7,3.1,2.37,2.0,4.0,10.0,0.0,8.0,9.0,6.0,2.0,7.0,5.0,9.0,7.0,1.0,1.0,3.0,5,poor,average,average,above avg,average x above avg,balanced,balanced
2006-01-21,porto,naval,1,0,H,1.16,6.0,13.0,12.0,10.0,4.0,4.0,4.0,5.0,7.0,1.0,11.0,10.0,0.0,3.0,1.0,0.0,0.0,1,good,below avg,above avg,average,above avg x average,balanced,home
2006-01-21,boavista,est amadora,2,1,H,1.72,3.25,4.33,4.0,3.0,6.0,1.0,12.0,7.0,3.0,4.0,8.0,7.0,6.0,2.0,0.0,1.0,2.0,3,below avg,good,weak,average,weak x average,balanced,home
2006-01-21,guimaraes,rio ave,1,1,D,2.1,3.2,3.1,5.0,2.0,5.0,1.0,7.0,6.0,7.0,2.0,4.0,2.0,5.0,6.0,1.0,2.0,2.0,5,below avg,average,weak,average,weak x average,balanced,home
2006-01-21,pacos ferreira,setubal,1,2,A,2.25,3.2,2.8,4.0,4.0,8.0,1.0,4.0,3.0,6.0,1.0,7.0,7.0,8.0,6.0,1.0,0.0,0.0,1,below avg,below avg,average,weak,average x weak,balanced,home
2006-01-23,leiria,belenenses,2,2,D,1.8,3.4,3.75,9.0,7.0,7.0,3.0,6.0,3.0,4.0,2.0,10.0,10.0,4.0,2.0,1.0,1.0,2.0,4,average,below avg,average,weak,average x weak,balanced,home
2006-01-27,pacos ferreira,boavista,0,1,A,2.62,3.0,2.5,1.0,4.0,10.0,0.0,7.0,5.0,6.0,2.0,6.0,6.0,5.0,4.0,0.0,1.0,2.0,3,poor,average,average,average,average x average,balanced,balanced
2006-01-28,benfica,sporting,1,3,A,1.9,3.2,3.6,15.0,10.0,1.0,5.0,10.0,9.0,4.0,3.0,13.0,7.0,10.0,7.0,2.0,0.0,3.0,5,excellent,good,above avg,above avg,above avg x above avg,balanced,home
2006-01-28,naval,est amadora,2,0,H,2.4,3.2,2.6,4.0,5.0,6.0,1.0,9.0,7.0,5.0,3.0,4.0,4.0,6.0,3.0,0.0,0.0,1.0,1,below avg,average,average,average,average x average,balanced,balanced
2006-01-29,belenenses,penafiel,5,0,H,1.57,3.6,5.0,7.0,5.0,5.0,2.0,1.0,2.0,10.0,0.0,6.0,3.0,1.0,4.0,2.0,1.0,0.0,3,average,poor,average,weak,average x weak,balanced,home
2006-01-29,maritimo,leiria,3,0,H,2.0,3.2,3.3,9.0,7.0,5.0,2.0,10.0,8.0,6.0,3.0,6.0,5.0,9.0,7.0,1.0,4.0,0.0,5,average,good,average,above avg,average x above avg,balanced,home
2006-01-29,nacional,gil vicente,2,0,H,1.61,3.4,5.0,6.0,7.0,5.0,1.0,7.0,6.0,6.0,2.0,11.0,9.0,4.0,3.0,2.0,2.0,1.0,5,below avg,average,average,average,average x average,balanced,home
2006-01-29,rio ave,porto,0,0,D,4.33,3.5,1.66,7.0,5.0,6.0,2.0,12.0,8.0,3.0,4.0,7.0,6.0,12.0,8.0,0.0,1.0,3.0,4,average,good,average,above avg,average x above avg,balanced,away
2006-01-29,sp braga,guimaraes,1,0,H,1.61,3.6,4.33,10.0,7.0,4.0,3.0,3.0,2.0,6.0,0.0,12.0,9.0,5.0,2.0,3.0,0.0,2.0,5,good,poor,average,weak,average x weak,balanced,home
2006-01-30,setubal,academica,0,1,A,1.66,3.4,4.5,4.0,4.0,7.0,1.0,2.0,2.0,8.0,0.0,9.0,3.0,4.0,4.0,2.0,1.0,0.0,3,below avg,poor,average,weak,average x weak,balanced,home
2006-02-03,boavista,naval,3,0,H,1.5,3.5,6.0,9.0,5.0,5.0,3.0,7.0,7.0,4.0,2.0,10.0,7.0,0.0,2.0,0.0,1.0,0.0,1,average,average,average,average,average x average,balanced,home
2006-02-04,leiria,benfica,3,1,H,4.0,3.0,1.83,7.0,6.0,8.0,2.0,12.0,10.0,4.0,4.0,8.0,9.0,10.0,8.0,1.0,3.0,1.0,5,average,good,average,above avg,average x above avg,balanced,away
2006-02-04,academica,pacos ferreira,3,0,H,2.0,3.25,3.25,5.0,3.0,6.0,1.0,1.0,4.0,9.0,0.0,8.0,4.0,3.0,4.0,1.0,0.0,2.0,3,below avg,poor,weak,average,weak x average,balanced,home
2006-02-04,sporting,nacional,1,0,H,1.66,3.4,4.33,10.0,10.0,5.0,3.0,9.0,9.0,4.0,2.0,10.0,8.0,7.0,5.0,1.0,0.0,3.0,4,good,average,above avg,above avg,above avg x above avg,balanced,home
2006-02-05,guimaraes,belenenses,2,2,D,2.2,3.25,2.8,2.0,1.0,6.0,0.0,7.0,8.0,5.0,2.0,4.0,3.0,5.0,3.0,1.0,0.0,4.0,5,poor,average,weak,above avg,weak x above avg,balanced,home
2006-02-05,gil vicente,setubal,5,0,H,2.3,3.2,2.75,7.0,6.0,7.0,2.0,4.0,4.0,7.0,1.0,7.0,7.0,10.0,8.0,1.0,1.0,1.0,3,average,below avg,average,average,average x average,balanced,balanced
2006-02-05,penafiel,maritimo,3,2,H,3.25,3.25,2.0,1.0,1.0,12.0,0.0,9.0,9.0,5.0,2.0,4.0,1.0,8.0,7.0,0.0,1.0,2.0,3,poor,average,weak,above avg,weak x above avg,balanced,away
2006-02-05,est amadora,rio ave,0,0,D,2.0,3.25,3.25,9.0,6.0,5.0,3.0,5.0,4.0,6.0,1.0,10.0,6.0,3.0,5.0,0.0,0.0,3.0,3,average,below avg,average,average,average x average,balanced,home
2006-02-06,porto,sp braga,1,1,D,1.61,3.4,5.0,10.0,5.0,2.0,3.0,10.0,6.0,4.0,3.0,13.0,11.0,1.0,1.0,2.0,2.0,1.0,5,good,good,average,average,average x average,balanced,home
2006-02-11,academica,boavista,0,2,A,2.4,3.2,2.6,8.0,6.0,5.0,2.0,12.0,8.0,2.0,4.0,8.0,6.0,7.0,4.0,1.0,1.0,2.0,4,average,good,average,above avg,average x above avg,balanced,balanced
2006-02-11,belenenses,porto,0,2,A,4.33,3.3,1.72,5.0,9.0,7.0,1.0,8.0,4.0,3.0,2.0,9.0,8.0,10.0,7.0,0.0,0.0,5.0,5,below avg,average,above avg,average,above avg x average,away_dominant,away
2006-02-12,sp braga,est amadora,1,1,D,1.53,3.6,5.5,11.0,6.0,3.0,3.0,7.0,5.0,5.0,2.0,12.0,7.0,6.0,3.0,2.0,1.0,0.0,3,good,average,average,average,average x average,balanced,home
2006-02-12,setubal,sporting,1,2,A,3.25,3.25,2.0,4.0,4.0,11.0,1.0,10.0,8.0,5.0,3.0,6.0,2.0,10.0,9.0,1.0,1.0,1.0,3,below avg,good,average,above avg,average x above avg,balanced,away
2006-02-12,rio ave,naval,0,1,A,1.66,3.2,5.0,6.0,4.0,3.0,1.0,7.0,6.0,5.0,2.0,8.0,6.0,0.0,2.0,0.0,0.0,1.0,1,below avg,average,average,average,average x average,balanced,home
2006-02-12,pacos ferreira,gil vicente,1,0,H,2.2,3.2,2.9,1.0,3.0,10.0,0.0,7.0,9.0,6.0,2.0,6.0,6.0,4.0,3.0,0.0,0.0,2.0,2,poor,average,weak,above avg,weak x above avg,balanced,home
2006-02-12,benfica,penafiel,4,0,H,1.16,6.0,11.0,9.0,10.0,7.0,3.0,4.0,4.0,13.0,1.0,12.0,8.0,0.0,3.0,2.0,0.0,1.0,3,average,below avg,above avg,average,above avg x average,balanced,home
2006-02-12,nacional,leiria,1,4,A,1.66,3.3,4.75,6.0,6.0,5.0,1.0,7.0,7.0,8.0,2.0,11.0,9.0,9.0,7.0,1.0,1.0,3.0,5,below avg,average,average,average,average x average,balanced,home
2006-02-13,maritimo,guimaraes,0,1,A,1.8,3.25,4.0,6.0,9.0,7.0,1.0,3.0,3.0,6.0,0.0,8.0,7.0,5.0,2.0,0.0,3.0,2.0,5,below avg,poor,above avg,weak,above avg x weak,balanced,home
2006-02-17,boavista,rio ave,2,1,H,1.61,3.4,5.0,15.0,10.0,1.0,5.0,6.0,3.0,2.0,1.0,10.0,8.0,3.0,3.0,1.0,3.0,1.0,5,excellent,below avg,above avg,weak,above avg x weak,balanced,home
2006-02-18,sporting,pacos ferreira,3,0,H,1.28,4.33,9.5,13.0,8.0,3.0,4.0,4.0,4.0,8.0,1.0,10.0,7.0,2.0,4.0,2.0,0.0,1.0,3,excellent,below avg,above avg,average,above avg x average,balanced,home
2006-02-18,guimaraes,benfica,2,0,H,3.5,3.5,1.83,6.0,4.0,4.0,1.0,9.0,12.0,7.0,3.0,5.0,5.0,9.0,8.0,0.0,0.0,5.0,5,below avg,average,average,strong,average x strong,away_dominant,away
2006-02-19,penafiel,nacional,1,2,A,3.25,3.25,2.0,4.0,3.0,13.0,1.0,5.0,5.0,7.0,1.0,4.0,3.0,4.0,3.0,1.0,0.0,2.0,3,below avg,below avg,weak,average,weak x average,balanced,away
2006-02-19,porto,maritimo,1,0,H,1.25,4.5,11.0,8.0,5.0,3.0,2.0,5.0,7.0,6.0,1.0,11.0,7.0,7.0,7.0,2.0,3.0,0.0,5,average,below avg,average,average,average x average,balanced,home
2006-02-19,naval,sp braga,0,1,A,2.8,3.25,2.2,7.0,3.0,4.0,2.0,9.0,4.0,2.0,2.0,7.0,6.0,2.0,2.0,0.0,0.0,1.0,1,average,average,weak,average,weak x average,balanced,away
2006-02-19,est amadora,belenenses,1,2,A,2.1,3.25,3.0,5.0,4.0,6.0,1.0,5.0,9.0,7.0,1.0,10.0,6.0,6.0,5.0,1.0,1.0,0.0,2,below avg,below avg,average,above avg,average x above avg,balanced,home
2006-02-19,gil vicente,academica,4,3,H,2.0,3.25,3.25,4.0,7.0,7.0,1.0,7.0,4.0,5.0,2.0,9.0,10.0,7.0,4.0,0.0,0.0,5.0,5,below avg,average,average,average,average x average,away_dominant,home
2006-02-20,leiria,setubal,0,2,A,1.8,3.4,3.75,7.0,9.0,8.0,2.0,3.0,3.0,11.0,1.0,8.0,9.0,7.0,5.0,0.0,1.0,2.0,3,average,poor,above avg,weak,above avg x weak,balanced,home
2006-02-24,gil vicente,boavista,0,1,A,2.6,3.2,2.4,6.0,10.0,9.0,2.0,15.0,10.0,2.0,5.0,12.0,14.0,9.0,5.0,1.0,1.0,3.0,5,below avg,excellent,above avg,above avg,above avg x above avg,balanced,balanced
2006-02-25,academica,sporting,0,3,A,4.33,3.3,1.72,7.0,7.0,6.0,2.0,13.0,10.0,3.0,4.0,5.0,5.0,12.0,10.0,1.0,1.0,3.0,5,average,excellent,average,above avg,average x above avg,balanced,away
2006-02-25,nacional,guimaraes,1,1,D,1.72,3.3,4.33,7.0,5.0,6.0,2.0,8.0,6.0,4.0,2.0,8.0,9.0,5.0,2.0,2.0,2.0,1.0,5,average,average,average,average,average x average,balanced,home
2006-02-26,pacos ferreira,leiria,1,1,D,2.4,3.2,2.6,3.0,2.0,9.0,1.0,7.0,9.0,9.0,2.0,6.0,4.0,9.0,8.0,0.0,0.0,3.0,3,poor,average,weak,above avg,weak x above avg,balanced,balanced
2006-02-26,belenenses,naval,2,3,A,1.72,3.3,4.33,8.0,11.0,7.0,2.0,6.0,3.0,5.0,2.0,6.0,7.0,3.0,2.0,0.0,0.0,1.0,1,average,below avg,strong,weak,strong x weak,balanced,home
2006-02-26,benfica,porto,1,0,H,2.4,3.2,2.6,6.0,9.0,9.0,2.0,11.0,5.0,1.0,3.0,12.0,11.0,10.0,8.0,1.0,2.0,2.0,5,below avg,good,above avg,average,above avg x average,balanced,balanced
2006-02-26,maritimo,est amadora,1,0,H,1.83,3.3,3.8,4.0,6.0,6.0,1.0,2.0,3.0,7.0,0.0,8.0,7.0,7.0,4.0,1.0,1.0,1.0,3,below avg,poor,average,weak,average x weak,balanced,home
2006-02-26,setubal,penafiel,2,0,H,1.57,3.6,5.0,6.0,5.0,9.0,2.0,4.0,4.0,13.0,1.0,3.0,2.0,0.0,2.0,3.0,0.0,0.0,3,below avg,below avg,average,average,average x average,balanced,home
2006-02-27,sp braga,rio ave,5,0,H,1.53,3.6,5.5,9.0,4.0,2.0,2.0,3.0,2.0,4.0,0.0,13.0,8.0,3.0,4.0,2.0,3.0,0.0,5,average,poor,average,weak,average x weak,balanced,home
2006-03-03,guimaraes,setubal,4,0,H,1.83,3.4,3.6,8.0,6.0,4.0,2.0,6.0,5.0,8.0,2.0,5.0,5.0,7.0,6.0,2.0,0.0,1.0,3,average,below avg,average,average,average x average,balanced,home
2006-03-04,naval,maritimo,2,0,H,2.37,3.1,2.7,9.0,6.0,6.0,3.0,6.0,6.0,5.0,2.0,7.0,6.0,4.0,6.0,0.0,0.0,1.0,1,average,below avg,average,average,average x average,balanced,balanced
2006-03-04,est amadora,benfica,1,2,A,3.6,3.2,1.9,2.0,2.0,6.0,0.0,6.0,7.0,8.0,2.0,7.0,6.0,9.0,6.0,0.0,0.0,3.0,3,poor,below avg,weak,average,weak x average,balanced,away
2006-03-04,boavista,sp braga,0,0,D,1.9,3.25,3.5,15.0,9.0,1.0,5.0,11.0,9.0,2.0,3.0,10.0,8.0,5.0,3.0,0.0,2.0,3.0,5,excellent,good,above avg,above avg,above avg x above avg,balanced,home
2006-03-05,sporting,gil vicente,2,0,H,1.25,5.0,9.0,15.0,12.0,2.0,5.0,6.0,9.0,7.0,2.0,10.0,8.0,4.0,3.0,3.0,2.0,0.0,5,excellent,below avg,strong,above avg,strong x above avg,balanced,home
2006-03-05,penafiel,pacos ferreira,2,2,D,2.5,3.2,2.5,3.0,4.0,15.0,1.0,4.0,2.0,8.0,1.0,4.0,4.0,1.0,2.0,0.0,1.0,0.0,1,poor,below avg,average,weak,average x weak,balanced,balanced
2006-03-05,porto,nacional,3,0,H,1.5,3.5,6.0,8.0,4.0,2.0,2.0,7.0,6.0,7.0,2.0,13.0,7.0,7.0,5.0,2.0,2.0,1.0,5,average,average,average,average,average x average,balanced,home
2006-03-05,leiria,academica,0,2,A,1.8,3.25,4.0,7.0,8.0,8.0,2.0,6.0,7.0,9.0,2.0,7.0,8.0,4.0,6.0,3.0,0.0,2.0,5,average,below avg,above avg,average,above avg x average,balanced,home
2006-03-06,rio ave,belenenses,2,1,H,2.1,3.25,3.0,2.0,1.0,8.0,0.0,7.0,11.0,8.0,2.0,7.0,4.0,8.0,7.0,2.0,1.0,2.0,5,poor,average,weak,strong,weak x strong,balanced,home
2006-03-10,setubal,porto,0,2,A,5.0,3.4,1.61,6.0,5.0,11.0,2.0,10.0,7.0,2.0,3.0,3.0,3.0,7.0,5.0,0.0,1.0,2.0,3,below avg,good,average,average,average x average,balanced,away
2006-03-11,gil vicente,leiria,1,2,A,2.2,3.2,2.87,6.0,9.0,7.0,2.0,7.0,8.0,7.0,2.0,9.0,12.0,7.0,7.0,1.0,3.0,1.0,5,below avg,average,above avg,above avg,above avg x above avg,balanced,home
2006-03-11,maritimo,rio ave,0,0,D,1.83,3.25,3.8,3.0,3.0,7.0,1.0,4.0,3.0,9.0,1.0,8.0,7.0,2.0,2.0,1.0,3.0,0.0,4,poor,below avg,weak,weak,weak x weak,balanced,home
2006-03-11,sporting,boavista,1,0,H,1.61,3.4,5.0,15.0,11.0,1.0,5.0,13.0,8.0,1.0,4.0,13.0,10.0,12.0,6.0,3.0,1.0,1.0,5,excellent,excellent,strong,above avg,strong x above avg,balanced,home
2006-03-11,academica,penafiel,1,0,H,1.44,3.75,6.5,6.0,8.0,9.0,2.0,4.0,6.0,12.0,1.0,4.0,3.0,0.0,1.0,1.0,0.0,2.0,3,below avg,below avg,above avg,average,above avg x average,balanced,home
2006-03-12,benfica,naval,0,0,D,1.28,4.5,9.0,9.0,8.0,6.0,3.0,9.0,6.0,6.0,3.0,12.0,11.0,6.0,5.0,0.0,1.0,0.0,1,average,average,above avg,average,above avg x average,balanced,home
2006-03-12,nacional,est amadora,1,2,A,1.61,3.4,5.0,4.0,4.0,10.0,1.0,2.0,3.0,6.0,0.0,6.0,8.0,4.0,3.0,3.0,0.0,0.0,3,below avg,poor,average,weak,average x weak,balanced,home
2006-03-12,pacos ferreira,guimaraes,1,1,D,2.4,3.2,2.6,5.0,4.0,9.0,1.0,11.0,10.0,3.0,3.0,4.0,4.0,5.0,2.0,2.0,1.0,0.0,3,below avg,good,average,above avg,average x above avg,balanced,balanced
2006-03-13,belenenses,sp braga,2,0,H,2.5,3.2,2.5,4.0,7.0,10.0,1.0,9.0,8.0,2.0,2.0,3.0,7.0,6.0,3.0,0.0,0.0,4.0,4,below avg,average,average,above avg,average x above avg,away_dominant,balanced
2006-03-17,naval,nacional,3,1,H,2.5,3.2,2.5,10.0,6.0,3.0,3.0,4.0,5.0,11.0,1.0,10.0,8.0,7.0,5.0,0.0,0.0,1.0,1,good,below avg,average,average,average x average,balanced,balanced
2006-03-18,porto,pacos ferreira,3,0,H,1.2,5.5,9.5,12.0,8.0,1.0,4.0,6.0,5.0,7.0,1.0,13.0,7.0,2.0,4.0,3.0,0.0,0.0,3,good,below avg,above avg,average,above avg x average,balanced,home
2006-03-18,boavista,belenenses,0,2,A,1.57,3.6,5.0,10.0,5.0,2.0,3.0,6.0,7.0,8.0,2.0,10.0,7.0,8.0,8.0,2.0,3.0,0.0,5,good,below avg,average,average,average x average,balanced,home
2006-03-19,est amadora,setubal,1,0,H,2.1,3.0,3.25,4.0,5.0,7.0,1.0,6.0,5.0,8.0,2.0,7.0,6.0,7.0,6.0,0.0,0.0,1.0,1,below avg,below avg,average,average,average x average,balanced,home
2006-03-19,guimaraes,academica,1,1,D,1.66,3.5,4.33,11.0,9.0,2.0,3.0,6.0,6.0,9.0,2.0,8.0,9.0,7.0,8.0,1.0,0.0,2.0,3,good,below avg,above avg,average,above avg x average,balanced,home
2006-03-19,leiria,sporting,0,1,A,3.6,3.4,1.83,7.0,7.0,7.0,2.0,15.0,11.0,1.0,5.0,7.0,7.0,12.0,11.0,1.0,2.0,2.0,5,average,excellent,average,strong,average x strong,balanced,away
2006-03-19,penafiel,gil vicente,1,1,D,2.75,3.1,2.3,1.0,3.0,11.0,0.0,3.0,5.0,9.0,1.0,5.0,6.0,4.0,3.0,1.0,1.0,1.0,3,poor,poor,weak,average,weak x average,balanced,balanced
2006-03-19,rio ave,benfica,0,1,A,4.33,3.25,1.72,4.0,3.0,9.0,1.0,10.0,7.0,3.0,3.0,7.0,5.0,9.0,7.0,1.0,3.0,1.0,5,below avg,good,weak,average,weak x average,balanced,away
2006-03-19,sp braga,maritimo,2,0,H,1.57,3.6,5.0,8.0,7.0,3.0,2.0,4.0,1.0,4.0,1.0,13.0,11.0,4.0,5.0,0.0,3.0,2.0,5,average,below avg,average,weak,average x weak,balanced,home
2006-03-24,nacional,rio ave,1,1,D,1.8,3.25,4.0,4.0,5.0,10.0,1.0,4.0,3.0,9.0,1.0,5.0,7.0,3.0,2.0,1.0,2.0,1.0,4,below avg,below avg,average,weak,average x weak,balanced,home
2006-03-25,benfica,sp braga,1,0,H,1.57,3.4,5.5,10.0,4.0,3.0,3.0,10.0,8.0,2.0,3.0,10.0,9.0,6.0,2.0,2.0,2.0,1.0,5,good,good,average,above avg,average x above avg,balanced,home
2006-03-25,maritimo,belenenses,1,0,H,2.1,3.25,3.0,4.0,1.0,5.0,1.0,9.0,9.0,6.0,3.0,8.0,5.0,8.0,9.0,2.0,2.0,1.0,5,below avg,average,weak,above avg,weak x above avg,balanced,home
2006-03-26,academica,porto,0,1,A,5.0,3.6,1.57,7.0,7.0,8.0,2.0,12.0,9.0,1.0,4.0,7.0,4.0,7.0,5.0,0.0,2.0,3.0,5,average,good,average,above avg,average x above avg,balanced,away
2006-03-26,gil vicente,guimaraes,1,1,D,2.3,3.2,2.7,4.0,6.0,9.0,1.0,9.0,9.0,3.0,2.0,6.0,11.0,6.0,3.0,1.0,1.0,3.0,5,below avg,average,average,above avg,average x above avg,balanced,balanced
2006-03-26,pacos ferreira,est amadora,2,1,H,2.25,3.2,2.8,3.0,4.0,10.0,0.0,6.0,5.0,6.0,2.0,5.0,4.0,4.0,4.0,2.0,1.0,0.0,3,poor,below avg,average,average,average x average,balanced,home
2006-03-26,setubal,naval,4,1,H,1.83,3.25,3.75,6.0,4.0,7.0,2.0,10.0,8.0,4.0,3.0,3.0,3.0,7.0,4.0,1.0,0.0,0.0,1,below avg,good,average,above avg,average x above avg,balanced,home
2006-03-26,sporting,penafiel,2,0,H,1.12,6.5,13.0,15.0,10.0,0.0,5.0,2.0,4.0,8.0,0.0,13.0,8.0,0.0,0.0,2.0,0.0,1.0,3,excellent,poor,above avg,average,above avg x average,balanced,home
2006-03-27,leiria,boavista,0,0,D,2.5,3.2,2.5,4.0,3.0,7.0,1.0,7.0,3.0,4.0,2.0,4.0,5.0,12.0,6.0,1.0,1.0,3.0,5,below avg,average,weak,weak,weak x weak,balanced,balanced
2006-03-31,sp braga,nacional,1,0,H,1.66,3.4,4.5,7.0,7.0,3.0,2.0,2.0,4.0,10.0,0.0,13.0,10.0,4.0,3.0,2.0,0.0,3.0,5,average,poor,average,average,average x average,balanced,home
2006-04-01,naval,pacos ferreira,1,0,H,1.9,3.25,3.5,10.0,9.0,7.0,3.0,6.0,6.0,8.0,1.0,10.0,7.0,2.0,4.0,0.0,0.0,1.0,1,good,below avg,above avg,average,above avg x average,balanced,home
2006-04-01,guimaraes,sporting,0,1,A,3.5,3.25,1.9,7.0,8.0,4.0,1.0,15.0,9.0,0.0,5.0,9.0,10.0,15.0,10.0,0.0,0.0,4.0,4,average,excellent,above avg,above avg,above avg x above avg,away_dominant,away
2006-04-01,belenenses,benfica,1,2,A,3.75,3.25,1.83,6.0,7.0,6.0,2.0,13.0,5.0,1.0,4.0,6.0,9.0,9.0,7.0,1.0,2.0,1.0,4,below avg,excellent,average,average,average x average,balanced,away
2006-04-02,boavista,maritimo,1,1,D,1.61,3.4,5.0,5.0,1.0,3.0,1.0,7.0,2.0,4.0,2.0,10.0,7.0,1.0,3.0,1.0,2.0,1.0,4,below avg,average,weak,weak,weak x weak,balanced,home
2006-04-02,est amadora,academica,3,2,H,2.0,3.25,3.25,6.0,5.0,6.0,2.0,7.0,4.0,5.0,2.0,7.0,5.0,7.0,7.0,1.0,0.0,1.0,2,below avg,average,average,average,average x average,balanced,home
2006-04-02,penafiel,leiria,1,1,D,3.25,3.25,2.0,2.0,3.0,8.0,0.0,5.0,3.0,5.0,1.0,6.0,7.0,7.0,7.0,2.0,1.0,0.0,3,poor,below avg,weak,weak,weak x weak,balanced,away
