date,ht,at,hg,ag,result,h_odds,d_odds,a_odds,ht_form_points,ht_form_goals_scored,ht_form_goals_conceded,ht_form_wins,at_form_points,at_form_goals_scored,at_form_goals_conceded,at_form_wins,ht_home_form_points,ht_home_form_goals_scored,at_away_form_points,at_away_form_goals_scored,h2h_home_wins,h2h_draws,h2h_away_wins,h2h_total_matches,ht_form,at_form,ht_attack,at_attack,joint_attack,h2h_dominance,odds_favorite
2008-09-20,sporting,belenenses,2,0,H,1.33,4.2,9.0,15.0,9.0,3.0,5.0,5.0,5.0,8.0,1.0,15.0,11.0,9.0,6.0,7.0,1.0,1.0,9,excellent,below avg,above avg,average,above avg x average,home_dominant,home
2008-09-21,leixoes,sp braga,2,0,H,3.5,3.25,2.0,6.0,6.0,8.0,2.0,10.0,6.0,3.0,3.0,1.0,3.0,7.0,4.0,1.0,1.0,0.0,2,below avg,good,average,average,average x average,balanced,away
2008-09-21,est amadora,maritimo,0,0,D,2.4,3.1,2.88,5.0,1.0,5.0,1.0,6.0,4.0,4.0,2.0,10.0,5.0,6.0,5.0,2.0,3.0,3.0,8,below avg,below avg,weak,average,weak x average,balanced,balanced
2008-09-21,naval,trofense,3,1,H,1.91,3.25,3.75,7.0,4.0,5.0,2.0,0.0,2.0,5.0,0.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,0,average,poor,average,weak,average x weak,balanced,home
2008-09-21,rio ave,porto,0,0,D,5.75,3.75,1.53,1.0,4.0,11.0,0.0,10.0,10.0,4.0,3.0,4.0,4.0,13.0,12.0,0.0,2.0,3.0,5,poor,good,average,above avg,average x above avg,balanced,away
2008-09-21,academica,setubal,1,0,H,2.3,3.1,3.0,7.0,6.0,4.0,2.0,8.0,4.0,4.0,2.0,7.0,2.0,2.0,2.0,1.0,3.0,4.0,8,average,average,average,average,average x average,balanced,home
2008-09-22,guimaraes,nacional,0,2,A,1.83,3.3,4.0,8.0,7.0,7.0,2.0,9.0,9.0,7.0,3.0,10.0,7.0,6.0,7.0,2.0,3.0,3.0,8,average,average,average,above avg,average x above avg,balanced,home
2008-09-22,pacos ferreira,benfica,3,4,A,5.25,3.5,1.62,2.0,4.0,8.0,0.0,9.0,7.0,2.0,2.0,5.0,6.0,4.0,2.0,1.0,1.0,6.0,8,poor,average,average,average,average x average,away_dominant,away
2008-09-26,porto,pacos ferreira,2,0,H,1.17,6.5,23.0,8.0,5.0,4.0,2.0,2.0,6.0,10.0,0.0,12.0,11.0,5.0,7.0,7.0,1.0,0.0,8,average,poor,average,average,average x average,home_dominant,home
2008-09-27,benfica,sporting,2,0,H,2.3,3.1,3.3,9.0,9.0,5.0,2.0,15.0,9.0,2.0,5.0,10.0,10.0,9.0,7.0,3.0,3.0,4.0,10,average,excellent,above avg,above avg,above avg x above avg,balanced,home
2008-09-27,setubal,rio ave,1,0,H,1.73,3.4,4.5,7.0,4.0,5.0,2.0,2.0,4.0,10.0,0.0,10.0,7.0,1.0,4.0,2.0,0.0,2.0,4,average,poor,average,average,average x average,balanced,home
2008-09-27,sp braga,naval,1,1,D,1.53,3.6,6.0,7.0,4.0,4.0,2.0,7.0,6.0,6.0,2.0,7.0,4.0,5.0,6.0,4.0,2.0,0.0,6,average,average,average,average,average x average,home_dominant,home
2008-09-28,maritimo,academica,2,0,H,2.0,3.2,3.5,7.0,3.0,2.0,2.0,7.0,4.0,4.0,2.0,10.0,8.0,6.0,8.0,2.0,4.0,3.0,9,average,average,weak,average,weak x average,balanced,home
2008-09-28,nacional,est amadora,1,2,A,1.75,3.3,4.5,12.0,11.0,4.0,4.0,5.0,1.0,5.0,1.0,6.0,6.0,2.0,0.0,4.0,1.0,2.0,7,good,below avg,strong,weak,strong x weak,balanced,home
2008-09-28,trofense,guimaraes,1,3,A,3.25,3.2,2.1,0.0,3.0,8.0,0.0,8.0,7.0,4.0,2.0,0.0,1.0,9.0,5.0,0.0,0.0,0.0,0,poor,average,weak,average,weak x average,balanced,away
2008-09-29,belenenses,leixoes,0,1,A,2.0,3.3,3.4,5.0,5.0,8.0,1.0,6.0,5.0,7.0,2.0,5.0,11.0,7.0,5.0,1.0,1.0,0.0,2,below avg,below avg,average,average,average x average,balanced,home
2008-10-04,naval,belenenses,1,1,D,2.1,3.1,3.4,7.0,6.0,6.0,2.0,4.0,4.0,8.0,1.0,9.0,5.0,6.0,4.0,2.0,2.0,1.0,5,average,below avg,average,average,average x average,balanced,home
2008-10-05,est amadora,trofense,1,0,H,1.7,3.4,4.75,7.0,3.0,6.0,2.0,0.0,4.0,11.0,0.0,8.0,4.0,0.0,2.0,0.0,0.0,0.0,0,average,poor,weak,average,weak x average,balanced,home
2008-10-05,rio ave,pacos ferreira,3,2,H,2.1,3.1,3.4,2.0,3.0,8.0,0.0,2.0,6.0,11.0,0.0,5.0,4.0,5.0,6.0,2.0,1.0,1.0,4,poor,poor,weak,average,weak x average,balanced,home
2008-10-05,sporting,porto,1,2,A,2.5,3.1,2.7,12.0,8.0,4.0,4.0,11.0,7.0,1.0,3.0,15.0,11.0,11.0,10.0,2.0,3.0,4.0,9,good,good,above avg,average,above avg x average,balanced,balanced
2008-10-05,academica,nacional,1,1,D,2.38,3.1,2.88,6.0,3.0,5.0,2.0,9.0,9.0,6.0,3.0,9.0,3.0,9.0,8.0,3.0,2.0,5.0,10,below avg,average,weak,above avg,weak x above avg,balanced,balanced
2008-10-06,guimaraes,sp braga,0,0,D,2.1,3.1,3.4,10.0,9.0,4.0,3.0,7.0,5.0,5.0,2.0,7.0,6.0,4.0,3.0,3.0,1.0,4.0,8,good,average,above avg,average,above avg x average,balanced,home
2008-10-06,leixoes,benfica,1,1,D,4.5,3.4,1.73,9.0,6.0,5.0,3.0,11.0,11.0,5.0,3.0,4.0,4.0,6.0,5.0,0.0,1.0,0.0,1,average,good,average,strong,average x strong,balanced,away
2008-10-07,setubal,maritimo,0,2,A,2.1,3.25,3.5,7.0,3.0,5.0,2.0,7.0,3.0,2.0,2.0,10.0,5.0,7.0,5.0,2.0,2.0,4.0,8,average,average,weak,weak,weak x weak,balanced,home
2008-10-24,trofense,academica,0,0,D,2.62,3.2,2.7,0.0,4.0,12.0,0.0,7.0,3.0,4.0,2.0,0.0,2.0,6.0,7.0,0.0,0.0,0.0,0,poor,average,average,weak,average x weak,balanced,balanced
2008-10-25,belenenses,guimaraes,1,1,D,2.5,3.1,2.9,2.0,3.0,8.0,0.0,8.0,5.0,4.0,2.0,5.0,9.0,9.0,7.0,4.0,2.0,2.0,8,poor,average,weak,average,weak x average,balanced,balanced
2008-10-25,porto,leixoes,2,3,A,1.25,5.5,13.0,11.0,7.0,2.0,3.0,10.0,7.0,5.0,3.0,12.0,12.0,9.0,6.0,2.0,0.0,0.0,2,good,good,average,average,average x average,balanced,home
2008-10-26,pacos ferreira,sporting,0,0,D,5.25,3.6,1.67,1.0,7.0,13.0,0.0,9.0,7.0,5.0,3.0,2.0,7.0,9.0,7.0,2.0,1.0,5.0,8,poor,average,average,average,average x average,balanced,away
2008-10-26,benfica,naval,2,1,H,1.25,4.75,12.0,9.0,9.0,6.0,2.0,8.0,7.0,5.0,2.0,10.0,8.0,6.0,7.0,3.0,3.0,0.0,6,average,average,above avg,average,above avg x average,balanced,home
2008-10-26,nacional,setubal,1,0,H,1.83,3.4,4.0,10.0,9.0,5.0,3.0,7.0,3.0,4.0,2.0,3.0,5.0,2.0,1.0,1.0,4.0,2.0,7,good,average,above avg,weak,above avg x weak,balanced,home
2008-10-26,maritimo,rio ave,1,1,D,1.73,3.4,4.5,7.0,4.0,2.0,2.0,5.0,4.0,5.0,1.0,12.0,9.0,0.0,3.0,1.0,4.0,0.0,5,average,below avg,average,average,average x average,balanced,home
2008-10-27,sp braga,est amadora,5,0,H,1.73,3.4,4.5,5.0,3.0,4.0,1.0,10.0,4.0,2.0,3.0,7.0,5.0,5.0,2.0,4.0,3.0,0.0,7,below avg,good,weak,average,weak x average,home_dominant,home
2008-10-31,setubal,trofense,0,2,A,1.7,3.4,5.5,6.0,2.0,4.0,2.0,1.0,3.0,9.0,0.0,10.0,4.0,0.0,2.0,0.0,0.0,0.0,0,below avg,poor,weak,weak,weak x weak,balanced,home
2008-11-01,rio ave,sporting,0,1,A,5.5,3.4,1.7,5.0,4.0,5.0,1.0,7.0,4.0,4.0,2.0,5.0,6.0,7.0,3.0,1.0,2.0,3.0,6,below avg,average,average,average,average x average,balanced,away
2008-11-01,naval,porto,1,0,H,5.5,3.4,1.7,5.0,7.0,7.0,1.0,8.0,7.0,5.0,2.0,10.0,6.0,11.0,10.0,0.0,0.0,5.0,5,below avg,average,average,average,average x average,away_dominant,away
2008-11-02,est amadora,belenenses,1,1,D,2.25,3.2,3.0,7.0,3.0,7.0,2.0,3.0,4.0,7.0,0.0,8.0,2.0,4.0,3.0,2.0,2.0,3.0,7,average,poor,weak,average,weak x average,balanced,home
2008-11-02,guimaraes,benfica,1,2,A,3.3,3.2,2.2,8.0,5.0,4.0,2.0,11.0,10.0,6.0,3.0,5.0,5.0,6.0,6.0,1.0,1.0,5.0,7,average,good,average,above avg,average x above avg,away_dominant,away
2008-11-02,leixoes,pacos ferreira,2,1,H,1.8,3.25,4.33,13.0,9.0,4.0,4.0,2.0,7.0,11.0,0.0,5.0,4.0,2.0,6.0,0.0,1.0,0.0,1,excellent,poor,above avg,average,above avg x average,balanced,home
2008-11-02,academica,sp braga,1,1,D,2.9,3.0,2.4,8.0,3.0,3.0,2.0,5.0,6.0,4.0,1.0,9.0,4.0,5.0,3.0,0.0,1.0,7.0,8,average,below avg,weak,average,weak x average,away_dominant,balanced
2008-11-03,maritimo,nacional,4,2,H,2.2,3.2,3.3,8.0,5.0,2.0,2.0,10.0,7.0,4.0,3.0,10.0,9.0,10.0,9.0,7.0,1.0,2.0,10,average,good,average,average,average x average,home_dominant,home
2008-11-14,trofense,maritimo,0,2,A,2.9,3.1,2.5,4.0,4.0,7.0,1.0,11.0,9.0,3.0,3.0,1.0,2.0,7.0,4.0,0.0,0.0,0.0,0,below avg,good,average,above avg,average x above avg,balanced,balanced
2008-11-15,porto,guimaraes,2,0,H,1.33,4.5,9.0,7.0,6.0,5.0,2.0,5.0,5.0,6.0,1.0,9.0,8.0,9.0,6.0,7.0,1.0,0.0,8,average,below avg,average,average,average x average,home_dominant,home
2008-11-15,sporting,leixoes,0,1,A,1.36,4.2,8.0,7.0,4.0,4.0,2.0,13.0,9.0,4.0,4.0,12.0,10.0,12.0,9.0,1.0,1.0,0.0,2,average,excellent,average,above avg,average x above avg,balanced,home
2008-11-16,benfica,est amadora,1,0,H,1.2,5.25,13.0,13.0,11.0,6.0,4.0,8.0,4.0,7.0,2.0,13.0,10.0,4.0,2.0,7.0,1.0,0.0,8,excellent,average,strong,average,strong x average,home_dominant,home
2008-11-16,nacional,rio ave,0,0,D,1.62,3.4,5.25,7.0,7.0,7.0,2.0,5.0,4.0,5.0,1.0,6.0,5.0,1.0,3.0,1.0,3.0,1.0,5,average,below avg,average,average,average x average,balanced,home
2008-11-16,pacos ferreira,naval,2,1,H,2.38,3.25,2.75,1.0,6.0,11.0,0.0,8.0,7.0,5.0,2.0,2.0,5.0,3.0,6.0,1.0,3.0,2.0,6,poor,average,average,average,average x average,balanced,balanced
2008-11-16,sp braga,setubal,1,0,H,1.53,3.6,6.0,6.0,7.0,4.0,1.0,3.0,1.0,6.0,1.0,10.0,10.0,1.0,1.0,2.0,1.0,5.0,8,below avg,poor,average,weak,average x weak,balanced,home
2008-11-17,belenenses,academica,1,0,H,2.05,3.2,3.4,3.0,3.0,6.0,0.0,6.0,3.0,4.0,1.0,6.0,9.0,4.0,4.0,2.0,6.0,2.0,10,poor,below avg,weak,weak,weak x weak,balanced,home
2008-11-21,rio ave,leixoes,1,2,A,3.1,3.1,2.4,5.0,4.0,5.0,1.0,13.0,8.0,4.0,4.0,5.0,5.0,12.0,7.0,0.0,0.0,0.0,0,below avg,excellent,average,above avg,average x above avg,balanced,away
2008-11-22,naval,sporting,0,1,A,4.33,3.25,1.91,5.0,5.0,6.0,1.0,4.0,2.0,5.0,1.0,10.0,6.0,10.0,3.0,0.0,1.0,5.0,6,below avg,below avg,average,weak,average x weak,away_dominant,away
2008-11-22,maritimo,sp braga,0,0,D,2.38,3.2,3.0,13.0,11.0,3.0,4.0,9.0,8.0,2.0,2.0,10.0,9.0,6.0,3.0,4.0,3.0,3.0,10,excellent,average,strong,above avg,strong x above avg,balanced,home
2008-11-23,nacional,trofense,1,0,H,1.5,3.6,7.0,5.0,5.0,7.0,1.0,4.0,3.0,6.0,1.0,7.0,5.0,3.0,4.0,0.0,0.0,0.0,0,below avg,below avg,average,weak,average x weak,balanced,home
2008-11-23,academica,benfica,0,2,A,5.0,3.3,1.7,3.0,2.0,5.0,0.0,13.0,8.0,3.0,4.0,9.0,5.0,9.0,8.0,1.0,1.0,7.0,9,poor,excellent,weak,above avg,weak x above avg,away_dominant,away
2008-11-23,guimaraes,pacos ferreira,0,0,D,1.67,3.4,5.0,5.0,5.0,6.0,1.0,4.0,5.0,8.0,1.0,5.0,6.0,2.0,6.0,0.0,4.0,2.0,6,below avg,below avg,average,average,average x average,balanced,home
2008-11-24,setubal,belenenses,2,0,H,2.25,3.0,3.2,3.0,1.0,6.0,1.0,6.0,4.0,4.0,1.0,9.0,4.0,5.0,4.0,1.0,2.0,5.0,8,poor,below avg,weak,average,weak x average,away_dominant,home
2008-11-28,leixoes,naval,1,1,D,1.75,3.4,5.0,13.0,9.0,5.0,4.0,4.0,4.0,6.0,1.0,7.0,6.0,2.0,5.0,0.0,0.0,2.0,2,excellent,below avg,above avg,average,above avg x average,balanced,home
2008-11-29,belenenses,maritimo,0,2,A,2.5,3.0,2.8,6.0,4.0,5.0,1.0,11.0,9.0,3.0,3.0,6.0,5.0,10.0,5.0,3.0,2.0,5.0,10,below avg,good,average,above avg,average x above avg,balanced,balanced
2008-11-30,pacos ferreira,est amadora,1,0,H,2.2,3.1,3.2,5.0,5.0,6.0,1.0,7.0,4.0,8.0,2.0,4.0,5.0,3.0,2.0,4.0,2.0,2.0,8,below avg,average,average,average,average x average,balanced,home
2008-11-30,sp braga,nacional,1,0,H,1.91,3.3,3.75,9.0,7.0,1.0,2.0,8.0,5.0,5.0,2.0,10.0,9.0,10.0,11.0,5.0,2.0,3.0,10,average,average,average,average,average x average,balanced,home
2008-11-30,sporting,guimaraes,2,0,H,1.5,3.6,7.0,7.0,3.0,3.0,2.0,3.0,2.0,5.0,0.0,9.0,8.0,8.0,6.0,6.0,0.0,1.0,7,average,poor,weak,weak,weak x weak,home_dominant,home
2008-11-30,trofense,rio ave,2,0,H,2.5,3.0,2.8,4.0,2.0,4.0,1.0,5.0,5.0,6.0,1.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,0,below avg,below avg,weak,average,weak x average,balanced,balanced
2008-12-01,benfica,setubal,2,2,D,1.25,5.0,11.0,13.0,8.0,3.0,4.0,3.0,2.0,6.0,1.0,13.0,9.0,1.0,1.0,7.0,0.0,0.0,7,excellent,poor,above avg,weak,above avg x weak,home_dominant,home
2008-12-01,porto,academica,2,1,H,1.25,5.0,11.0,9.0,8.0,5.0,3.0,3.0,2.0,5.0,0.0,9.0,8.0,1.0,1.0,8.0,2.0,0.0,10,average,poor,above avg,weak,above avg x weak,home_dominant,home
2008-12-05,est amadora,sporting,1,3,A,5.0,3.5,1.73,4.0,2.0,8.0,1.0,10.0,4.0,1.0,3.0,9.0,3.0,10.0,3.0,1.0,1.0,6.0,8,below avg,good,weak,average,weak x average,away_dominant,away
2008-12-06,academica,pacos ferreira,2,1,H,2.1,3.25,3.25,2.0,2.0,6.0,0.0,8.0,4.0,3.0,2.0,8.0,4.0,2.0,5.0,3.0,2.0,3.0,8,poor,average,weak,average,weak x average,balanced,home
2008-12-06,nacional,belenenses,4,2,H,1.91,3.3,3.75,7.0,4.0,5.0,2.0,5.0,3.0,6.0,1.0,10.0,5.0,2.0,2.0,5.0,0.0,4.0,9,average,below avg,average,weak,average x weak,balanced,home
2008-12-06,setubal,porto,0,3,A,4.33,3.5,1.73,4.0,4.0,6.0,1.0,9.0,8.0,6.0,3.0,9.0,4.0,8.0,5.0,0.0,1.0,7.0,8,below avg,average,average,above avg,average x above avg,away_dominant,away
2008-12-07,maritimo,benfica,0,6,A,3.1,3.2,2.2,11.0,9.0,3.0,3.0,13.0,9.0,4.0,4.0,8.0,7.0,11.0,10.0,0.0,4.0,6.0,10,good,excellent,above avg,above avg,above avg x above avg,away_dominant,away
2008-12-07,rio ave,naval,2,0,H,2.25,3.2,3.0,2.0,2.0,6.0,0.0,4.0,4.0,6.0,1.0,5.0,5.0,2.0,5.0,0.0,0.0,2.0,2,poor,below avg,weak,average,weak x average,balanced,home
2008-12-08,guimaraes,leixoes,1,0,H,2.25,3.1,3.1,2.0,2.0,7.0,0.0,13.0,9.0,5.0,4.0,3.0,2.0,15.0,9.0,0.0,1.0,0.0,1,poor,excellent,weak,above avg,weak x above avg,balanced,home
2008-12-08,trofense,sp braga,0,0,D,3.4,3.2,2.05,7.0,4.0,3.0,2.0,11.0,8.0,1.0,3.0,4.0,4.0,6.0,3.0,0.0,0.0,0.0,0,average,good,average,above avg,average x above avg,balanced,away
2008-12-17,est amadora,porto,2,4,A,6.5,3.75,1.5,1.0,2.0,11.0,0.0,9.0,9.0,5.0,3.0,8.0,4.0,8.0,6.0,2.0,1.0,4.0,7,poor,average,weak,above avg,weak x above avg,balanced,away
2008-12-19,naval,guimaraes,0,0,D,2.7,3.1,2.8,4.0,3.0,6.0,1.0,4.0,2.0,6.0,1.0,10.0,6.0,7.0,5.0,1.0,1.0,2.0,4,below avg,below avg,weak,weak,weak x weak,balanced,balanced
2008-12-20,sp braga,rio ave,1,0,H,1.5,4.0,7.0,9.0,3.0,1.0,2.0,4.0,3.0,5.0,1.0,10.0,8.0,2.0,1.0,3.0,3.0,0.0,6,average,below avg,weak,weak,weak x weak,balanced,home
2008-12-20,sporting,academica,0,0,D,1.28,5.25,11.0,12.0,7.0,2.0,4.0,4.0,4.0,7.0,1.0,9.0,8.0,1.0,1.0,7.0,1.0,1.0,9,good,below avg,average,average,average x average,home_dominant,home
2008-12-21,belenenses,trofense,3,2,H,1.8,3.2,4.33,4.0,4.0,9.0,1.0,7.0,4.0,3.0,2.0,5.0,4.0,3.0,4.0,0.0,0.0,0.0,0,below avg,average,average,average,average x average,balanced,home
2008-12-21,leixoes,est amadora,1,1,D,1.66,3.4,5.0,10.0,6.0,4.0,3.0,1.0,4.0,10.0,0.0,8.0,7.0,3.0,2.0,0.0,1.0,1.0,2,good,poor,average,average,average x average,balanced,home
2008-12-21,pacos ferreira,setubal,2,0,H,2.25,3.1,3.0,7.0,5.0,5.0,2.0,4.0,4.0,8.0,1.0,7.0,6.0,2.0,3.0,3.0,1.0,2.0,6,average,below avg,average,average,average x average,balanced,home
2008-12-21,porto,maritimo,0,0,D,1.36,4.2,7.5,12.0,11.0,4.0,4.0,10.0,8.0,8.0,3.0,12.0,10.0,10.0,6.0,7.0,3.0,0.0,10,good,good,strong,above avg,strong x above avg,home_dominant,home
2008-12-22,benfica,nacional,0,0,D,1.4,4.0,7.5,13.0,13.0,3.0,4.0,7.0,7.0,7.0,2.0,11.0,8.0,7.0,8.0,7.0,1.0,1.0,9,excellent,average,strong,average,strong x average,home_dominant,home
2009-01-02,academica,leixoes,0,0,D,2.63,3.0,2.88,4.0,3.0,6.0,1.0,8.0,5.0,4.0,2.0,8.0,5.0,12.0,7.0,0.0,2.0,0.0,2,below avg,average,weak,average,weak x average,balanced,balanced
2009-01-03,setubal,sporting,0,2,A,5.0,3.6,1.7,4.0,4.0,8.0,1.0,10.0,6.0,2.0,3.0,6.0,3.0,10.0,5.0,2.0,2.0,4.0,8,below avg,good,average,average,average x average,balanced,away
2009-01-03,rio ave,guimaraes,2,4,A,2.75,2.87,2.87,4.0,3.0,5.0,1.0,5.0,1.0,4.0,1.0,7.0,6.0,5.0,4.0,2.0,3.0,1.0,6,below avg,below avg,weak,weak,weak x weak,balanced,balanced
2009-01-04,est amadora,naval,1,0,H,2.25,3.0,3.2,1.0,4.0,10.0,0.0,2.0,2.0,6.0,0.0,5.0,5.0,2.0,4.0,2.0,1.0,2.0,5,poor,poor,average,weak,average x weak,balanced,home
2009-01-04,maritimo,pacos ferreira,4,1,H,1.65,3.5,4.75,8.0,4.0,6.0,2.0,10.0,6.0,3.0,3.0,8.0,7.0,1.0,4.0,3.0,2.0,1.0,6,average,good,average,average,average x average,balanced,home
2009-01-04,nacional,porto,2,4,A,4.33,3.3,1.75,8.0,5.0,3.0,2.0,13.0,11.0,3.0,4.0,10.0,7.0,10.0,9.0,3.0,2.0,5.0,10,average,excellent,average,strong,average x strong,balanced,away
2009-01-04,trofense,benfica,2,0,H,8.0,3.75,1.4,4.0,4.0,6.0,1.0,11.0,11.0,2.0,3.0,5.0,3.0,13.0,15.0,0.0,0.0,0.0,0,below avg,good,average,strong,average x strong,balanced,away
2009-01-05,sp braga,belenenses,2,0,H,1.57,3.6,5.5,11.0,3.0,0.0,3.0,6.0,6.0,10.0,2.0,13.0,9.0,2.0,4.0,6.0,0.0,2.0,8,good,below avg,weak,average,weak x average,home_dominant,home
2009-01-10,guimaraes,est amadora,0,0,D,1.62,3.4,5.5,8.0,5.0,4.0,2.0,4.0,5.0,9.0,1.0,5.0,2.0,4.0,3.0,3.0,0.0,2.0,5,average,below avg,average,average,average x average,balanced,home
2009-01-10,sporting,maritimo,2,0,H,1.44,3.75,7.5,13.0,8.0,1.0,4.0,8.0,6.0,7.0,2.0,7.0,5.0,11.0,6.0,6.0,1.0,3.0,10,excellent,average,above avg,average,above avg x average,balanced,home
2009-01-11,porto,trofense,0,0,D,1.17,6.5,12.0,13.0,13.0,5.0,4.0,7.0,6.0,4.0,2.0,10.0,8.0,3.0,5.0,0.0,0.0,0.0,0,excellent,average,strong,average,strong x average,balanced,home
2009-01-11,rio ave,belenenses,0,1,A,2.2,3.1,3.1,3.0,5.0,9.0,1.0,3.0,5.0,12.0,1.0,6.0,8.0,2.0,4.0,3.0,1.0,2.0,6,poor,poor,average,average,average x average,balanced,home
2009-01-11,pacos ferreira,nacional,2,3,A,2.5,3.2,2.62,7.0,5.0,6.0,2.0,7.0,7.0,7.0,2.0,10.0,8.0,5.0,5.0,3.0,2.0,3.0,8,average,average,average,average,average x average,balanced,balanced
2009-01-11,benfica,sp braga,1,0,H,1.67,3.4,5.0,8.0,10.0,4.0,2.0,11.0,4.0,0.0,3.0,11.0,7.0,4.0,1.0,3.0,5.0,2.0,10,average,good,above avg,average,above avg x average,balanced,home
2009-01-11,leixoes,setubal,0,0,D,1.8,3.3,4.2,6.0,4.0,4.0,1.0,4.0,4.0,9.0,1.0,9.0,7.0,1.0,2.0,0.0,1.0,1.0,2,below avg,below avg,average,average,average x average,balanced,home
2009-01-11,naval,academica,2,1,H,2.2,3.1,3.1,2.0,1.0,5.0,0.0,5.0,3.0,5.0,1.0,8.0,5.0,2.0,1.0,1.0,2.0,3.0,6,poor,below avg,weak,weak,weak x weak,balanced,home
2009-01-23,belenenses,benfica,0,0,D,5.5,3.6,1.65,6.0,6.0,10.0,2.0,8.0,9.0,4.0,2.0,7.0,5.0,10.0,11.0,2.0,2.0,5.0,9,below avg,average,average,above avg,average x above avg,balanced,away
2009-01-23,maritimo,leixoes,0,0,D,2.0,3.3,3.8,7.0,6.0,9.0,2.0,4.0,2.0,3.0,0.0,8.0,9.0,10.0,6.0,1.0,0.0,0.0,1,average,below avg,average,weak,average x weak,balanced,home
2009-01-24,est amadora,rio ave,2,0,H,2.0,3.2,3.5,5.0,5.0,8.0,1.0,3.0,4.0,8.0,1.0,7.0,6.0,2.0,1.0,0.0,1.0,3.0,4,below avg,poor,average,average,average x average,balanced,home
2009-01-24,nacional,sporting,1,1,D,4.0,3.3,1.83,7.0,9.0,9.0,2.0,13.0,9.0,1.0,4.0,10.0,8.0,13.0,7.0,3.0,1.0,5.0,9,average,excellent,above avg,above avg,above avg x above avg,balanced,away
2009-01-24,setubal,naval,0,1,A,2.1,3.1,3.3,2.0,2.0,9.0,0.0,5.0,3.0,5.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,6,poor,below avg,weak,weak,weak x weak,balanced,home
2009-01-24,sp braga,porto,0,2,A,3.0,3.25,2.2,10.0,4.0,1.0,3.0,11.0,11.0,4.0,3.0,15.0,10.0,12.0,13.0,2.0,3.0,4.0,9,good,good,average,strong,average x strong,balanced,away
2009-01-25,academica,guimaraes,2,1,H,2.5,3.1,2.7,5.0,4.0,5.0,1.0,8.0,5.0,4.0,2.0,6.0,4.0,5.0,5.0,2.0,2.0,2.0,6,below avg,average,average,average,average x average,balanced,balanced
2009-01-25,trofense,pacos ferreira,1,3,A,2.15,3.1,3.25,8.0,6.0,3.0,2.0,6.0,7.0,9.0,2.0,8.0,4.0,1.0,5.0,0.0,0.0,0.0,0,average,below avg,average,average,average x average,balanced,home
2009-01-30,setubal,guimaraes,2,4,A,2.6,3.1,2.8,1.0,0.0,8.0,0.0,8.0,6.0,4.0,2.0,3.0,2.0,4.0,5.0,1.0,2.0,3.0,6,poor,average,weak,average,weak x average,balanced,balanced
2009-01-31,benfica,rio ave,1,0,H,1.2,5.5,11.0,8.0,7.0,2.0,2.0,3.0,4.0,8.0,1.0,11.0,6.0,2.0,1.0,2.0,4.0,1.0,7,average,poor,average,average,average x average,balanced,home
2009-01-31,trofense,sporting,0,0,D,5.5,3.6,1.53,5.0,5.0,6.0,1.0,11.0,8.0,2.0,3.0,7.0,5.0,13.0,8.0,0.0,0.0,1.0,1,below avg,good,average,above avg,average x above avg,balanced,away
2009-02-01,nacional,leixoes,0,0,D,2.0,3.25,3.5,8.0,10.0,9.0,2.0,4.0,1.0,2.0,0.0,8.0,8.0,8.0,3.0,2.0,1.0,0.0,3,average,below avg,above avg,weak,above avg x weak,balanced,home
2009-02-01,maritimo,naval,1,0,H,1.8,3.4,4.0,5.0,4.0,9.0,1.0,7.0,3.0,4.0,2.0,8.0,8.0,4.0,3.0,3.0,1.0,3.0,7,below avg,average,average,weak,average x weak,balanced,home
2009-02-01,sp braga,pacos ferreira,2,0,H,1.5,3.6,6.5,7.0,3.0,3.0,2.0,6.0,9.0,10.0,2.0,12.0,5.0,4.0,6.0,6.0,0.0,3.0,9,average,below avg,weak,above avg,weak x above avg,balanced,home
2009-02-01,academica,est amadora,2,2,D,2.1,3.0,3.4,8.0,5.0,4.0,2.0,8.0,6.0,5.0,2.0,8.0,5.0,2.0,1.0,2.0,2.0,4.0,8,average,average,average,average,average x average,balanced,home
2009-02-01,belenenses,porto,1,3,A,5.25,3.6,1.57,7.0,6.0,8.0,2.0,11.0,10.0,4.0,3.0,8.0,5.0,12.0,13.0,0.0,1.0,10.0,11,average,good,average,above avg,average x above avg,away_dominant,away
2009-02-06,leixoes,trofense,2,0,H,1.75,3.3,5.25,5.0,1.0,1.0,0.0,5.0,5.0,6.0,1.0,7.0,5.0,4.0,4.0,1.0,0.0,0.0,1,below avg,below avg,weak,average,weak x average,balanced,home
2009-02-07,guimaraes,maritimo,2,1,H,2.0,3.2,3.5,8.0,9.0,6.0,2.0,8.0,5.0,3.0,2.0,6.0,2.0,10.0,6.0,6.0,3.0,0.0,9,average,average,above avg,average,above avg x average,home_dominant,home
2009-02-07,est amadora,setubal,0,0,D,1.95,3.2,3.75,9.0,6.0,3.0,2.0,1.0,2.0,9.0,0.0,7.0,7.0,2.0,2.0,2.0,1.0,4.0,7,average,poor,average,weak,average x weak,balanced,home
